domain,agency,result,robots_txt,plain_fetch_status,plain_fetch_host,block_style,headless_browser,lighthouse,platform,server_header,cloudflare,last_audit
siouxcountyne.gov,"Sioux County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
jeffersoncounty.nebraska.gov,"Jefferson County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-15
douglascounty-ne.gov,"Douglas County, NE",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
webstercounty.ne.gov,"Webster County, NE",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
burtcountyne.gov,"Burt County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
harrisoncounty.iowa.gov,"Harrison County, IA",open,allowed,200,bare,,ok or not needed,ok,,UNKNOWN,,2026-09-12
scottsbluffcountyne.gov,"Scotts Bluff County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
franklincountyne.gov,"Franklin County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
redwillowcountyne.gov,"Red Willow County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
fillmorecountyne.gov,"Fillmore County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
gospercountyne.gov,"Gosper County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
trippcounty.us,"Tripp County, SD",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
fremontcountyia.gov,"Fremont County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
pottcounty-ia.gov,"Pottawattamie County, IA",blocks basic request,allowed,403,bare,cloudflare-challenge,ok or not needed,ok,Cloudflare (other sites),cloudflare,yes,2026-08-18
merrickcounty.ne.gov,"Merrick County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
knoxcountyne.gov,"Knox County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-16
claycounty.ne.gov,"Clay County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
adamscountyne.gov,"Adams County, NE",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
richardsoncounty.ne.gov,"Richardson County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-09
shermancounty.nebraska.gov,"Sherman County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
phelpscounty.ne.gov,"Phelps County, NE",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
dodgecounty.nebraska.gov,"Dodge County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
harlancounty.ne.gov,"Harlan County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
sewardcountyne.gov,"Seward County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
antelopecounty.nebraska.gov,"Antelope County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-13
mononacountyiowa.gov,"Monona County, IA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-13
yorkcounty.ne.gov,"York County, NE",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
browncountyne.gov,"Brown County, NE",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
hitchcockcounty.ne.gov,"Hitchcock County, NE",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
sheridancounty.ne.gov,"Sheridan County, NE",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
keyapahacountyne.gov,"Keya Paha County, NE",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.yankton.sd.us,"Yankton County, SD",open,allowed,200,bare-http,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
casscountyne.gov,"Cass County, NE",open,allowed,200,bare,,ok or not needed,ok,,Server,,2026-08-18
millscountyiowa.gov,"Mills County, IA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
gagecountyne.gov,"Gage County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
otoecountyne.gov,"Otoe County, NE",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
arthurcounty.nebraska.gov,"Arthur County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
dakotacounty.ne.gov,"Dakota County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
keithcountyne.gov,"Keith County, NE",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
morrillcountyne.gov,"Morrill County, NE",open,allowed,200,bare,,ok or not needed,ok,,DPS,,2026-09-13
dawsoncountyne.gov,"Dawson County, NE",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
boxbuttecountyne.gov,"Box Butte County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
grantcountyne.gov,"Grant County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
unioncountysd.gov,"Union County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-09
rockcountyne.gov,"Rock County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
washingtoncountyne.gov,"Washington County, NE",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
boonecountyne.gov,"Boone County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
lancaster.ne.gov,"Lancaster County, NE",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
salinecountyne.gov,"Saline County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
colfaxcountyne.gov,"Colfax County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
hamiltoncountyne.gov,"Hamilton County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
holtcounty.nebraska.gov,"Holt County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-13
wheelercounty.ne.gov,"Wheeler County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
charlesmixcounty.gov,"Charles Mix County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-16
claycountysd.org,"Clay County, SD",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
dixoncountyne.gov,"Dixon County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-11
logancounty.ne.gov,"Logan County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
hayescounty.ne.gov,"Hayes County, NE",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
buffalocounty.ne.gov,"Buffalo County, NE",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
nemahacountyne.gov,"Nemaha County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
furnascounty.ne.gov,"Furnas County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
boydcounty.ne.gov,"Boyd County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
thurstoncountyne.gov,"Thurston County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
plattecounty.ne.gov,"Platte County, NE",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
kearneycounty.ne.gov,"Kearney County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
greeleycounty.ne.gov,"Greeley County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
cedarcountyne.gov,"Cedar County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
johnsoncounty.ne.gov,"Johnson County, NE",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-11
lincolncountyne.gov,"Lincoln County, NE",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
fallrivercountysd.gov,"Fall River County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-09
hookercountyne.gov,"Hooker County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
polkcounty.nebraska.gov,"Polk County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
hallcountyne.gov,"Hall County, NE",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
howardcounty.ne.gov,"Howard County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-13
gardencounty.ne.gov,"Garden County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
cumingcountyne.gov,"Cuming County, NE",open,allowed,200,bare,,ok or not needed,ok,,Flywheel,,2026-09-13
custercountyne.gov,"Custer County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
rensco.com,"Rensselaer County, NY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
columbiacountyny.gov,"Columbia County, NY",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
dutchessny.gov,"Dutchess County, NY",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
washingtoncountyny.gov,"Washington County, NY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
albanycountyny.gov,"Albany County, NY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-09
schenectadycountyny.gov,"Schenectady County, NY",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
saratogacountyny.gov,"Saratoga County, NY",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
co.putnam.in.us,"Putnam County, IN",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
morgancounty.in.gov,"Morgan County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,cloudflare,yes,2026-07-19
accomack.gov,"Accomack County, VA",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
johnsoncounty.in.gov,"Johnson County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,nginx,,2026-07-19
ripleycounty.in.gov,"Ripley County, IN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
daviess.org,"Daviess County, IN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
lawrencecounty.in.gov,"Lawrence County, IN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
gov.orangecounty59.us,"Orange County, IN",open,allowed,200,bare-http,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
duboiscountyin.org,"Dubois County, IN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
washingtoncounty.in.gov,"Washington County, IN",robots.txt exclusion,disallowed,200,bare,,ok or not needed,ok,,,,2026-08-18
pikecounty.in.gov,"Pike County, IN",robots.txt exclusion,crawl-delay,200,bare,,ok or not needed,none,,cloudflare,yes,2026-07-19
scottcounty.in.gov,"Scott County, IN",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
knoxcounty.in.gov,"Knox County, IN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
tetoncountyidaho.gov,"Teton County, ID",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
carbonmt.gov,"Carbon County, MT",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
allencounty.in.gov,"Allen County, IN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
boundarycountyid.org,"Boundary County, ID",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
lincolncountymt.us,"Lincoln County, MT",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
bonnercountyid.gov,"Bonner County, ID",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
kcgov.us,"Kootenai County, ID",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
shoshonecounty.id.gov,"Shoshone County, ID",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
mchenrycountyil.gov,"McHenry County, IL",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
mctx.org,"Montgomery County, TX",robots.txt exclusion,disallowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-17
harriscountytx.gov,"Harris County, TX",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-08-27
co.liberty.tx.us,"Liberty County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
chamberscountytx.gov,"Chambers County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
fortbendcountytx.gov,"Fort Bend County, TX",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
galvestoncountytx.gov,"Galveston County, TX",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
brazoriacountytx.gov,"Brazoria County, TX",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
co.waller.tx.us,"Waller County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
clinton-county.org,"Clinton County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
eatoncounty.org,"Eaton County, MI",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
gtcountymi.gov,"Grand Traverse County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
leelanau.gov,"Leelanau County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
clarkecounty.gov,"Clarke County, VA",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
fauquiercounty.gov,"Fauquier County, VA",blocks everything,allowed,403,www,denied-403,not reached,403,Granicus govAccess (Akamai),AkamaiGHost,,2026-09-09
fcva.us,"Frederick County, VA",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
fredericksburgva.gov,"Fredericksburg, VA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-13
louisacounty.gov,"Louisa County, VA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
orangecountyva.gov,"Orange County, VA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-27
spotsylvania.va.us,"Spotsylvania County, VA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
warrencountyva.gov,"Warren County, VA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
lamarcountytx.gov,"Lamar County, TX",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
co.fannin.tx.us,"Fannin County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
co.grayson.tx.us,"Grayson County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
lyoncounty.iowa.gov,"Lyon County, IA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
osceolacountyia.gov,"Osceola County, IA",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Unknown platform on Google Cloud,nginx,,2026-08-19
obriencounty.iowa.gov,"O'Brien County, IA",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Unknown platform on Google Cloud,nginx,,2026-08-18
paloaltocounty.iowa.gov,"Palo Alto County, IA",blocks everything,allowed,403,bare,denied-403,not reached,403,Unknown platform on Google Cloud,nginx,,2026-09-13
claycounty.iowa.gov,"Clay County, IA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
medinatx.gov,"Medina County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
banderacounty.gov,"Bandera County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
co.wilson.tx.us,"Wilson County, TX",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-24
co.atascosa.tx.us,"Atascosa County, TX",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-09
co.frio.tx.us,"Frio County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
adamscountynd.com,"Adams County, ND",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
beadlesd.org,"Beadle County, SD",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
bigstonecounty.gov,"Big Stone County, MN",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
bowmannd.com,"Bowman County, ND",blocks basic request and headless browser,allowed,200,bare,,blocked (403),ok,Cloudflare (other sites),nginx,yes,2026-08-24
brookingscountysd.gov,"Brookings County, SD",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
brown.sd.us,"Brown County, SD",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-18
brulecounty.gov,"Brule County, SD",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
buffalo.sdcounties.org,"Buffalo County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
buttesd.gov,"Butte County, SD",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
cartercountymt.gov,"Carter County, MT",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
clark.sdcounties.org,"Clark County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
codington.sdcounty.gov,"Codington County, SD",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-09
corsoncountysd.gov,"Corson County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-09
custercountysd.com,"Custer County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-16
davisoncounty.org,"Davison County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
day.sdcounties.org,"Day County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
deuelcountysd.com,"Deuel County, SD",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
dewey.sdcounties.org,"Dewey County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
dickeynd.com,"Dickey County, ND",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
douglas.sdcounties.org,"Douglas County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
edmunds.sdcounties.org,"Edmunds County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
emmonsnd.com,"Emmons County, ND",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
falloncountymt.gov,"Fallon County, MT",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
grantcounty.sd.gov,"Grant County, SD",open,allowed,200,bare,,ok or not needed,ok,,Flywheel,,2026-08-18
hamlinco.us,"Hamlin County, SD",open,allowed,200,bare,,ok or not needed,ok,,DPS,,2026-08-19
handcountysd.gov,"Hand County, SD",open,allowed,200,bare,,ok or not needed,ok,,WPX CLOUD,,2026-09-09
hansoncountysd.gov,"Hanson County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
hardingsd.net,"Harding County, SD",blocks basic request and headless browser,allowed,403,bare-http,denied-403,blocked (403),ok,Other,,,2026-09-09
hughescounty.org,"Hughes County, SD",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
hutchinsoncountysd.gov,"Hutchinson County, SD",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
jerauldcountysd.com,"Jerauld County, SD",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
kingsburycountysd.org,"Kingsbury County, SD",open,allowed,200,bare,,ok or not needed,ok,,WPX CLOUD,,2026-08-18
lake.sd.gov,"Lake County, SD",open,allowed,200,bare-http,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
